buyer_dea_no,buyer_state,buyer_county,lat,lon
FF2948101,VA,STAUNTON CITY,38.1091351,-78.9948337
BM2675099,NC,ROBESON,34.6280697,-78.9958717
BW5431515,NC,DURHAM,35.9551693,-78.9990078
BC7415878,NC,ROBESON,34.6580085,-78.9992725
FW4951530,NC,CUMBERLAND,35.0401714,-78.9992969
BL8821402,NC,ROBESON,34.6504498,-78.9998772
FH4291201,NC,ROBESON,34.6502754,-79.0000125
BW9169889,NC,ROBESON,34.6393867,-79.0003546
BR4994100,NC,ROBESON,34.63991,-79.0014145
BR0952071,WV,MINERAL,39.4075975,-79.0030928
BT2206868,NC,ROBESON,34.6326652,-79.0034461
FF4990962,NC,ROBESON,34.6326652,-79.0034461
FL4101767,NC,ROBESON,34.6194916,-79.0041527
BW5430878,NC,ROBESON,34.6639977,-79.0059916
BE5298460,NC,ROBESON,34.6375441,-79.006902
BR5298460,NC,ROBESON,34.6375441,-79.006902
FS3036387,NC,ROBESON,34.6389186,-79.0069386
BR0170845,VA,AUGUSTA,38.2024399,-79.0070233
BD1329057,NC,ROBESON,34.6352,-79.0073766
BS9110759,NC,ROBESON,34.63664,-79.0086573
FL3552735,NC,ROBESON,34.63664,-79.0086573
FR2235794,NC,ROBESON,34.6227594,-79.0090989
FS0216829,NC,ROBESON,34.6691903,-79.0102913
BK6488781,NC,ROBESON,34.6462118,-79.0103158
FK0444125,NC,ROBESON,34.6462118,-79.0103158
BW5433002,WV,MINERAL,39.4014683,-79.0109278
BH7841667,NC,ORANGE,35.9064624,-79.0110049
FH4560036,NC,ORANGE,35.9064624,-79.0110049
FS2427094,NC,ROBESON,34.6370791,-79.0118523
BV5991624,VA,AUGUSTA,38.1985941,-79.0133383
FH3422766,NC,CUMBERLAND,34.9827937,-79.0136647
FH4561468,NC,CUMBERLAND,34.9827937,-79.0136647
FC1746253,NC,CUMBERLAND,35.0626732,-79.0151219
FN2986339,NC,CUMBERLAND,34.982094,-79.0155463
BK5584835,NC,ORANGE,35.9068641,-79.0216232
FW4251310,NC,ORANGE,35.9068641,-79.0216232
AR8051079,NC,ORANGE,35.9363689,-79.0225672
BS5734377,VA,AUGUSTA,38.0381297,-79.0233179
FG2983458,NC,ORANGE,35.8543353,-79.0238952
BE5297595,NC,ORANGE,35.9360658,-79.0251809
BR5297595,NC,ORANGE,35.9360658,-79.0251809
BK4355067,NC,ORANGE,35.907451,-79.025236
BR4355067,NC,ORANGE,35.907451,-79.025236
FH4249175,NC,ORANGE,35.9296248,-79.0265128
FH4561329,NC,ORANGE,35.9296248,-79.0265128
FQ4827816,VA,STAUNTON CITY,38.1273628,-79.0300873
BE7658644,NC,COLUMBUS,34.3153836,-79.0306223
BC7304152,NC,ORANGE,35.9300077,-79.0307467
FW3105649,NC,ORANGE,35.9293904,-79.0338252
BR0775671,VA,AUGUSTA,38.0354218,-79.0340469
BF1079981,NC,COLUMBUS,34.3137995,-79.0353935
FF2502878,NC,LEE,35.3118895,-79.0410224
FW4869523,NC,ROBESON,34.6239454,-79.0424351
AR3227306,NC,ROBESON,34.6226138,-79.0443571
FN3638422,NC,HARNETT,35.2614138,-79.0452284
BM9958832,VA,STAUNTON CITY,38.1399813,-79.0459667
BW5373410,VA,STAUNTON CITY,38.1350473,-79.0480044
BC6518077,WV,MINERAL,39.4829241,-79.0497635
BR1314260,VA,AMHERST,37.5884917,-79.05069
FW4027240,NC,LEE,35.4595419,-79.0528088
BW7797953,NC,CUMBERLAND,35.0247503,-79.0532032
BK4355055,NC,ORANGE,35.9626465,-79.0537614
BR4355055,NC,ORANGE,35.9626465,-79.0537614
AS7503508,NC,ORANGE,35.9141305,-79.0538903
FN4176120,NC,ORANGE,35.9137873,-79.0545572
FW1759779,NC,ORANGE,35.9130015,-79.0551042
BH6012695,NC,ORANGE,35.9683304,-79.0586159
FH4560024,NC,ORANGE,35.9683304,-79.0586159
BE9094309,NC,CUMBERLAND,35.0319798,-79.0605333
BR9094309,NC,CUMBERLAND,35.0319798,-79.0605333
BR4732651,NC,CUMBERLAND,35.029609,-79.0611071
AP2493081,VA,STAUNTON CITY,38.1286295,-79.0627843
BR5738692,VA,STAUNTON CITY,38.1575981,-79.0628725
BP2246848,VA,AMHERST,37.5650886,-79.0631365
FS3632418,NC,ORANGE,35.8808578,-79.0650793
BK4744682,VA,STAUNTON CITY,38.1394392,-79.0675616
BM6047648,VA,STAUNTON CITY,38.1638853,-79.0692501
BT6615441,VA,STAUNTON CITY,38.1638853,-79.0692501
FR0064206,VA,STAUNTON CITY,38.158717,-79.0695811
BT0732203,VA,STAUNTON CITY,38.1586712,-79.0696199
AR7455579,NC,ORANGE,35.9115184,-79.0711771
FW3782124,NC,ORANGE,35.8587701,-79.0816288
BW5430917,NC,ORANGE,36.0562933,-79.0858013
BH9816200,NC,ORANGE,35.8309379,-79.086571
FH4561317,NC,ORANGE,35.8309379,-79.086571
AR1647304,VA,STAUNTON CITY,38.1521274,-79.0889097
BH0710120,VA,STAUNTON CITY,38.1668417,-79.0892461
BK4354988,NC,ORANGE,35.90701,-79.0893075
BR4354988,NC,ORANGE,35.90701,-79.0893075
AR2314754,NC,ORANGE,35.8457874,-79.0901451
BC7084724,NC,ORANGE,35.9174211,-79.0962063
BE9749423,VA,CAMPBELL,37.2773611,-79.0984401
FW4251081,NC,ORANGE,36.0867467,-79.0990856
BK5377999,NC,ORANGE,36.086758,-79.0990906
BL0900010,NC,ORANGE,36.0755783,-79.1001609
BK6664874,NC,ORANGE,36.063568,-79.1007577
FH2723472,NC,ORANGE,36.0633573,-79.1007785
AA0653899,VA,CAMPBELL,37.2763737,-79.1013741
FH3502336,NC,HOKE,35.0298609,-79.1072662
BK5369168,NC,ROBESON,34.5029104,-79.1112342
FW4251574,NC,ROBESON,34.5029104,-79.1112342
AW8050560,NC,ROBESON,34.4969857,-79.1145647
BW5486596,VA,AMHERST,37.4614226,-79.115866
BE8931431,VA,AMHERST,37.4661578,-79.1198361
BR8931431,VA,AMHERST,37.4661578,-79.1198361
AR2355647,VA,AMHERST,37.4388608,-79.1209388
BJ1035802,WV,GRANT,38.9945355,-79.1237618
BR3385475,WV,GRANT,38.9896305,-79.12385
BW5431399,NC,LEE,35.4424657,-79.1305102
AR5411905,VA,LYNCHBURG CITY,37.3793679,-79.132936
FO1716527,NC,GUILFORD,36.387915,-79.1355804
AR2355596,VA,LYNCHBURG CITY,37.4147893,-79.1418385
BK6488440,NC,LEE,35.4596757,-79.1430353
BK5358482,NC,LEE,35.4594289,-79.1473129
BE5852341,NC,LEE,35.4643291,-79.1500469
BR5852341,NC,LEE,35.4643291,-79.1500469
FJ2479916,VA,LYNCHBURG CITY,37.4164704,-79.1515461
BW8419055,NC,LEE,35.4637658,-79.1517666
AR2411116,NC,LEE,35.4651004,-79.1576312
FW2242408,NC,ROBESON,34.654194,-79.158109
BO5612800,VA,LYNCHBURG CITY,37.3750891,-79.1615994
AC6568919,VA,AUGUSTA,38.225906,-79.162525
FW0768284,NC,ROBESON,34.6613875,-79.1664185
BP9116713,NC,CHATHAM,35.7193808,-79.1668682
BK5358569,NC,LEE,35.469786,-79.1678161
FW4251889,NC,LEE,35.469786,-79.1678161
FU0964355,NC,ROBESON,34.6472607,-79.1690946
AR8350617,NC,ROBESON,34.8091069,-79.1696236
FW3655050,NC,ROBESON,34.8076812,-79.1698882
FW3659438,NC,ROBESON,34.8076812,-79.1698882
AR2355659,VA,LYNCHBURG CITY,37.4115004,-79.171828
BK5358317,NC,CHATHAM,35.7206186,-79.1719162
FW4251168,NC,CHATHAM,35.7206186,-79.1719162
FG3902776,VA,LYNCHBURG CITY,37.4111428,-79.1742086
BG7304126,NC,ORANGE,36.043741,-79.174896
FW2019330,NC,HOKE,35.0095951,-79.1751344
FV0543517,VA,LYNCHBURG CITY,37.4130627,-79.1753548
BH8142301,NC,ROBESON,34.6651823,-79.1756193
BI2339326,VA,LYNCHBURG CITY,37.4116853,-79.1756193
BT2703696,NC,ROBESON,34.8159416,-79.1822743
AR9527168,NC,ROBESON,34.8157739,-79.1826047
BW9465647,NC,ROBESON,34.6702164,-79.1837983
BK4442834,VA,LYNCHBURG CITY,37.3748987,-79.184127
AK6485797,VA,LYNCHBURG CITY,37.3685826,-79.1845816
BW5373446,VA,LYNCHBURG CITY,37.3531789,-79.184833
BW8143909,VA,LYNCHBURG CITY,37.3758956,-79.185097
AR4993855,VA,LYNCHBURG CITY,37.3751961,-79.1861445
FS3546489,VA,LYNCHBURG CITY,37.3513281,-79.186243
BH4096207,VA,LYNCHBURG CITY,37.438205,-79.187155
AT7724835,NC,LEE,35.4754581,-79.1877638
BH9610951,NC,LEE,35.4754894,-79.1879974
FW4251079,NC,ROBESON,34.6769766,-79.1886234
BK5402449,NC,ROBESON,34.6769424,-79.1886659
BT6812350,VA,LYNCHBURG CITY,37.3456913,-79.1913562
FH3144730,NC,LEE,35.4872843,-79.1940714
AR4803715,VA,LYNCHBURG CITY,37.3710825,-79.1966673
FO1033606,NC,ROBESON,34.6817152,-79.1974607
BK4714122,VA,LYNCHBURG CITY,37.4168484,-79.2016697
BE5298751,NC,LEE,35.4860853,-79.2021985
BR5298751,NC,LEE,35.4860853,-79.2021985
BK6630114,VA,LYNCHBURG CITY,37.4422714,-79.2037851
AR2706680,VA,LYNCHBURG CITY,37.4149051,-79.2078836
FW2159615,VA,LYNCHBURG CITY,37.4107094,-79.2093379
BR5202003,NC,LEE,35.4364975,-79.2182559
BT8720410,VA,LYNCHBURG CITY,37.4467225,-79.2189518
FB1020039,VA,LYNCHBURG CITY,37.4461854,-79.2191878
FW1455523,NC,LEE,35.4372482,-79.2198257
FW0486604,VA,LYNCHBURG CITY,37.4480141,-79.221412
BH7539856,NC,HOKE,34.9724919,-79.2248929
BK2734487,VA,LYNCHBURG CITY,37.3541562,-79.2268756
AB2801290,NC,HOKE,34.9771342,-79.2319389
AR1858604,NC,HOKE,34.9786032,-79.2380413
AH2401254,NC,HOKE,34.981842,-79.238477
BR1655111,VA,LYNCHBURG CITY,37.3851419,-79.2421634
BW8901921,VA,LYNCHBURG CITY,37.3299462,-79.2449934
AR8178659,VA,LYNCHBURG CITY,37.3283926,-79.2466127
FW0065208,VA,BEDFORD,37.3700172,-79.2522511
BM7547079,VA,BEDFORD,37.3479074,-79.2645398
BK5381796,NC,ALAMANCE,36.0964639,-79.26683
BW6337554,NC,ALAMANCE,36.0971602,-79.2673365
FM1464039,NC,ALAMANCE,36.097011,-79.2675961
BW9220194,NC,ALAMANCE,36.1058281,-79.2692083
BW9843891,VA,CAMPBELL,37.1432591,-79.269957
BW9533349,NC,ALAMANCE,36.0668792,-79.2734801
FW2124612,NC,ALAMANCE,36.0776152,-79.2742728
BM5362873,VA,CAMPBELL,37.1193015,-79.275933
BR3154705,NC,ALAMANCE,36.0771721,-79.2763426
AR3263972,VA,CAMPBELL,37.1166891,-79.2796013
FN4292063,NC,MOORE,35.258343,-79.280113
AC9386687,NC,MOORE,35.2583157,-79.2801222
BP8594598,NC,ROBESON,34.5359795,-79.2914021
FR3444229,NC,ROBESON,34.5359795,-79.2914021
FK1897050,VA,BEDFORD,37.3647827,-79.2948879
AT7543209,VA,BEDFORD,37.371359,-79.2994593
FV0527664,VA,BEDFORD,37.3703159,-79.300692
FW0646553,NC,ALAMANCE,36.0637956,-79.3008374
AT8128010,WV,PENDLETON,38.6428206,-79.3309903
FP1223421,WV,PENDLETON,38.6428206,-79.3309903
BR3576571,WV,PENDLETON,38.6556848,-79.3351403
AY7321499,NC,CASWELL,36.4036618,-79.3370063
BR0389141,VA,DANVILLE CITY,36.5817276,-79.33964
FW2907650,NC,CASWELL,36.4120389,-79.3455436
BT5680714,NC,ROBESON,34.7359424,-79.3487779
BK5402487,NC,ROBESON,34.7352517,-79.3489319
FW1933729,NC,ROBESON,34.7352517,-79.3489319
BM5553044,VA,BUENA VISTA CITY,37.7365071,-79.3537441
AN6746917,NC,CASWELL,36.4159674,-79.3539041
BH1895525,NC,ALAMANCE,36.0954424,-79.3561739
AG2499730,VA,PITTSYLVANIA,36.947973,-79.364631
AR8671225,VA,BUENA VISTA CITY,37.7424061,-79.3792964
AR3130921,NC,ALAMANCE,36.0908327,-79.3804327
AR5625009,VA,DANVILLE CITY,36.6209283,-79.3827201
BR0694364,VA,PITTSYLVANIA,36.7887437,-79.3929685
FW2818459,VA,DANVILLE CITY,36.6332161,-79.3932763
BH7440299,VA,DANVILLE CITY,36.6343694,-79.3935842
FC1976616,VA,PITTSYLVANIA,36.7898941,-79.3951236
FH2804563,NC,MOORE,35.228455,-79.3966971
FH4559778,NC,MOORE,35.228455,-79.3966971
BW0476754,VA,PITTSYLVANIA,36.823296,-79.397018
AS3198707,NC,ALAMANCE,36.0698855,-79.3974535
FC1976642,VA,PITTSYLVANIA,36.8255248,-79.3979603
FS1302479,NC,ALAMANCE,36.213061,-79.399601
AT3196688,NC,ALAMANCE,36.0637958,-79.3998294
FT3815098,NC,ALAMANCE,36.0637958,-79.3998294
BE9078800,NC,ALAMANCE,36.0549915,-79.4004891
BR9078800,NC,ALAMANCE,36.0549915,-79.4004891
BT2230910,NC,MOORE,35.1708915,-79.400709
FN0741529,NC,MOORE,35.1708915,-79.400709
BR5081409,NC,ALAMANCE,36.0631035,-79.4010168
BW9125798,NC,ALAMANCE,36.0641116,-79.4010168
FM3929823,NC,MOORE,35.1696485,-79.4013027
FS2371514,NC,MOORE,35.1696485,-79.4013027
BT8285113,NC,MOORE,35.3406951,-79.4015209
BW9644231,NC,ALAMANCE,36.0914363,-79.4032157
BK5358367,NC,MOORE,35.3404721,-79.4036555
FW4251384,NC,MOORE,35.3404721,-79.4036555
AM2352615,VA,DANVILLE CITY,36.5777518,-79.4040513
FW3478573,NC,MOORE,35.3419215,-79.4047109
FW2818512,VA,DANVILLE CITY,36.574143,-79.4047549
FF2189959,NC,MOORE,35.2459445,-79.4050628
BD3946893,VA,DANVILLE CITY,36.5776731,-79.4055025
BM9335072,VA,DANVILLE CITY,36.5776731,-79.4055025
FM3636086,VA,DANVILLE CITY,36.5776731,-79.4055025
BE5296719,NC,ALAMANCE,36.0945869,-79.4055905
BR5296719,NC,ALAMANCE,36.0945869,-79.4055905
BC2527262,VA,DANVILLE CITY,36.6191159,-79.4062788
FW2842854,VA,DANVILLE CITY,36.6191159,-79.4062788
AP5385580,VA,DANVILLE CITY,36.5745138,-79.4067998
FT1746265,NC,MOORE,35.249977,-79.407711
AS7400043,VA,DANVILLE CITY,36.5557321,-79.4098637
BW5373395,VA,LEXINGTON CITY,37.8057605,-79.4100759
AG3200172,NC,ALAMANCE,36.1019709,-79.4102166
AS1667077,NC,MOORE,35.1562762,-79.413198
BE8061195,NC,MOORE,35.1589947,-79.413198
BR8061195,NC,MOORE,35.1589947,-79.413198
BW7891446,NC,MOORE,35.1537664,-79.4150888
FN3884524,NC,MOORE,35.1521165,-79.4160873
FG3600005,VA,DANVILLE CITY,36.597141,-79.416317
FH4559603,NC,MOORE,35.1562256,-79.4167598
BH7178696,NC,MOORE,35.1609415,-79.4169796
FB3101348,NC,ALAMANCE,36.1006739,-79.4173753
BH9888390,NC,MOORE,35.1564615,-79.417544
FT2955156,NC,MOORE,35.1563287,-79.4187238
FA0886638,NC,MOORE,35.1506937,-79.4189795
FA2220755,NC,MOORE,35.1506937,-79.4189795
FT0907797,VA,DANVILLE CITY,36.6022934,-79.4195738
BH0710093,VA,DANVILLE CITY,36.5702995,-79.4224318
FP2968153,VA,DANVILLE CITY,36.5904634,-79.4237288
FP1333866,VA,DANVILLE CITY,36.5921681,-79.4239745
BW5430828,NC,MOORE,35.1594209,-79.4243224
BN9436886,NC,MOORE,35.1612418,-79.4246088
BN9963958,NC,MOORE,35.1612418,-79.4246088
BH7452016,VA,DANVILLE CITY,36.5860488,-79.4249819
BL4366351,NC,ALAMANCE,36.0670491,-79.4250698
FM5819733,NC,ALAMANCE,36.0670491,-79.4250698
AK6485785,VA,DANVILLE CITY,36.5834401,-79.4252017
BK5293369,VA,DANVILLE CITY,36.5969911,-79.4265207
BW6819669,NC,CHATHAM,35.7330512,-79.4281238
BE9335008,VA,CAMPBELL,37.1790358,-79.4290048
BO9335008,VA,CAMPBELL,37.1790358,-79.4290048
BK4355764,NC,MOORE,35.1800161,-79.4291147
BR4355764,NC,MOORE,35.1800161,-79.4291147
BE5296694,NC,ALAMANCE,36.0670802,-79.4292026
BR5296694,NC,ALAMANCE,36.0670802,-79.4292026
BW5373612,VA,DANVILLE CITY,36.5959562,-79.4303315
FS0713289,VA,DANVILLE CITY,36.5860965,-79.430653
BC2422513,VA,DANVILLE CITY,36.5923044,-79.4306577
FW2818358,VA,DANVILLE CITY,36.5923044,-79.4306577
AM2587016,VA,DANVILLE CITY,36.5832499,-79.4321092
BH0710269,VA,LEXINGTON CITY,37.7797428,-79.435885
BK6679229,VA,LEXINGTON CITY,37.7808707,-79.4361049
BP4013316,NC,ALAMANCE,36.0908208,-79.4373797
AA3197402,NC,ALAMANCE,36.0922079,-79.4381051
BF7152159,NC,CHATHAM,35.7351429,-79.4411163
FW0636831,NC,CHATHAM,35.7337326,-79.4418636
AR8349652,NC,CHATHAM,35.7324382,-79.4434461
BB8174524,VA,LEXINGTON CITY,37.7830981,-79.4437319
FB1503398,VA,LEXINGTON CITY,37.7830981,-79.4437319
AL6181541,VA,LEXINGTON CITY,37.78311,-79.443736
AJ2121173,NC,ALAMANCE,36.1011872,-79.4469078
BA9091884,VA,LEXINGTON CITY,37.7711981,-79.4476748
BS9113666,NC,CHATHAM,35.7244899,-79.4485012
FP0202957,NC,MOORE,35.202918,-79.4532263
FP2315960,NC,MOORE,35.2103011,-79.455358
BK5402499,NC,SCOTLAND,34.79399,-79.45625
FF3008249,NC,MOORE,35.2050674,-79.4566766
AS9639610,NC,SCOTLAND,34.776249,-79.4613993
FS0469189,NC,SCOTLAND,34.776249,-79.4613993
BS8696645,NC,CHATHAM,35.7232681,-79.4619067
BG6585472,NC,ALAMANCE,36.1089183,-79.464531
BR0404575,NC,ALAMANCE,36.1099972,-79.464974
AA2017603,WV,TUCKER,39.1285823,-79.4652831
BA9507899,NC,ALAMANCE,36.0938079,-79.465482
AM1926647,NC,SCOTLAND,34.7687529,-79.4661037
AC3190181,NC,SCOTLAND,34.7646607,-79.4686087
FC0624418,NC,SCOTLAND,34.7646607,-79.4686087
FE2498702,NC,SCOTLAND,34.773281,-79.4688504
BM8340642,NC,SCOTLAND,34.7507962,-79.46918
FQ2484068,NC,MOORE,35.175051,-79.4696031
BK4355726,NC,MOORE,35.1647238,-79.4725995
BR4355726,NC,MOORE,35.1647238,-79.4725995
BE8638225,NC,SCOTLAND,34.7580899,-79.4732888
BR8638225,NC,SCOTLAND,34.7580899,-79.4732888
AR7214618,NC,ALAMANCE,36.0807838,-79.4748269
BB4346513,NC,ALAMANCE,36.0794483,-79.4753981
BS9492341,NC,ALAMANCE,36.0794483,-79.4753981
FC2723458,NC,MOORE,35.208235,-79.4778149
BE5864839,NC,ALAMANCE,36.0905036,-79.4793089
FT4204878,NC,ALAMANCE,36.0815506,-79.4794627
BE5296707,NC,ALAMANCE,36.0803895,-79.4817696
BR5296707,NC,ALAMANCE,36.0803895,-79.4817696
FW1197587,NC,ALAMANCE,36.0814138,-79.4824287
FW4251067,NC,SCOTLAND,34.7645343,-79.4826044
BH5363952,NC,ALAMANCE,36.0822707,-79.4835711
FH4559677,NC,ALAMANCE,36.0822707,-79.4835711
BW5431096,NC,SCOTLAND,34.762018,-79.484098
BK5115337,NC,MOORE,35.2042873,-79.4855923
BR5115337,NC,MOORE,35.2042873,-79.4855923
BK6488399,NC,ALAMANCE,36.0751064,-79.4937644
FK0444339,NC,ALAMANCE,36.0751064,-79.4937644
FP3481265,NC,ALAMANCE,36.0637851,-79.4954501
BW7306384,VA,BEDFORD,37.325402,-79.497455
BW5431123,NC,ALAMANCE,36.0722111,-79.4990363
FI2287589,NC,GUILFORD,36.16105,-79.503637
AR1555664,VA,BEDFORD,37.3268495,-79.5037107
AR2732356,VA,BEDFORD,37.3485967,-79.5065043
BK4354938,NC,ALAMANCE,36.080935,-79.5131811
BR4354938,NC,ALAMANCE,36.080935,-79.5131811
BT9301007,NC,ALAMANCE,36.0661102,-79.5195058
BT7082845,VA,BEDFORD,37.3368576,-79.5228221
FH3798228,WV,RANDOLPH,38.921342,-79.5238468
BB9712616,VA,BEDFORD,37.33518,-79.52717
FN1032541,NC,ALAMANCE,36.0790723,-79.5278068
FG0776419,WV,PRESTON,39.4433462,-79.5398297
FG1454800,NC,GUILFORD,36.1060858,-79.5398395
AG2985147,WV,PRESTON,39.443491,-79.5431352
FL3907980,NC,RANDOLPH,35.8599159,-79.5721243
BH6581549,NC,RANDOLPH,35.8612824,-79.57299
FB2641175,VA,DANVILLE CITY,36.6145603,-79.5780347
BR4489414,NC,RANDOLPH,35.8540633,-79.5785677
BS6182606,NC,MOORE,35.2662442,-79.5816998
FQ0178637,NC,MOORE,35.2645956,-79.5827531
FW3545196,NC,RANDOLPH,35.8526792,-79.5832579
BT0864048,NC,MOORE,35.4329401,-79.5876432
FT1735882,NC,MOORE,35.4316602,-79.5882174
BM8534819,NC,GUILFORD,36.062024,-79.602226
BS9169221,NC,GUILFORD,36.0627067,-79.6097993
FN1782918,NC,GUILFORD,36.0627067,-79.6097993
BM5922364,VA,BEDFORD,37.1871716,-79.6140201
FB3034167,VA,BEDFORD,37.1871716,-79.6140201
BM9841366,VA,BEDFORD,37.165598,-79.634464
FB4425244,WV,PRESTON,39.658853,-79.6391319
FF1897101,VA,BEDFORD,37.1664071,-79.6391576
BK5382130,NC,RANDOLPH,35.7379478,-79.6570083
FW4251637,NC,RANDOLPH,35.7379478,-79.6570083
AR8596833,NC,ROCKINGHAM,36.3408764,-79.6572714
BK6488438,NC,ROCKINGHAM,36.3401014,-79.6582735
FK0448490,NC,ROCKINGHAM,36.3401014,-79.6582735
FC1581467,NC,ROCKINGHAM,36.342832,-79.663191
FW1140019,NC,ROCKINGHAM,36.354521,-79.6639371
BK5382128,NC,ROCKINGHAM,36.3553203,-79.663981
BR8606519,NC,RANDOLPH,35.7354174,-79.6649241
BR8589167,NC,ROCKINGHAM,36.3600431,-79.6649682
AC9029744,NC,ROCKINGHAM,36.3513545,-79.6653185
BR1115434,NC,ROCKINGHAM,36.3482789,-79.6653404
BW9465510,NC,ROCKINGHAM,36.3833842,-79.6669791
BC7338189,WV,PRESTON,39.4683809,-79.6681618
BR2575869,WV,PRESTON,39.4694254,-79.671567
BR9247265,VA,BOTETOURT,37.5282313,-79.6796566
FR3552850,VA,BOTETOURT,37.5282313,-79.6796566
FR0271611,VA,BOTETOURT,37.5270324,-79.6800855
BR1736579,WV,TUCKER,39.094577,-79.68064
BC9597684,WV,TUCKER,39.09894,-79.683245
AK1923324,WV,PRESTON,39.472336,-79.691111
BP3997345,NC,ROCKINGHAM,36.5172907,-79.693576
BK5023938,NC,ROCKINGHAM,36.3525378,-79.6936198
BR5023938,NC,ROCKINGHAM,36.3525378,-79.6936198
AB6280197,NC,ROCKINGHAM,36.336077,-79.694763
FP1749071,NC,GUILFORD,35.9664051,-79.7003056
AS3202481,NC,RICHMOND,34.8840249,-79.7005896
AB3200867,NC,RICHMOND,34.8844716,-79.7020085
BK5402502,NC,RICHMOND,34.8962682,-79.7046661
BR1818321,NC,GUILFORD,36.1523147,-79.7098755
BR3357109,VA,FRANKLIN,37.1203721,-79.7189361
BK8492869,VA,FRANKLIN,37.1189642,-79.7202656
BW5430830,NC,ANSON,35.2957933,-79.7289452
FW0486616,WV,PRESTON,39.4870719,-79.7335027
BW5431262,NC,ROCKINGHAM,36.488557,-79.73473
BS9429920,NC,ROCKINGHAM,36.4916997,-79.738621
BW5430739,NC,RICHMOND,34.913205,-79.7389406
AR1055448,NC,ROCKINGHAM,36.49171,-79.7407323
BL7055785,NC,ROCKINGHAM,36.4952893,-79.7420029
FL0489523,NC,ROCKINGHAM,36.4952893,-79.7420029
FF0165212,NC,RICHMOND,34.9491479,-79.7430545
BK5371529,NC,GUILFORD,36.0842315,-79.7434488
FW4251334,NC,GUILFORD,36.0842315,-79.7434488
BE8857661,NC,ROCKINGHAM,36.500487,-79.743624
BR8857661,NC,ROCKINGHAM,36.500487,-79.743624
AE1590252,NC,ROCKINGHAM,36.5014444,-79.7440622
FW1539191,NC,RICHMOND,34.9198779,-79.7481804
AM7679749,NC,RICHMOND,34.931775,-79.750524
BM5389007,NC,RICHMOND,34.9289347,-79.7510947
BE5298698,NC,RICHMOND,34.9281482,-79.7522109
BR5298698,NC,RICHMOND,34.9281482,-79.7522109
AR2445876,NC,RICHMOND,34.9237639,-79.753788
FN1782944,NC,RICHMOND,34.9237639,-79.753788
BW9822001,NC,GUILFORD,36.1095059,-79.75709
AM1493484,NC,ROCKINGHAM,36.5158619,-79.7603698
FN4631265,NC,RICHMOND,35.0720375,-79.762352
AM4087866,NC,RICHMOND,35.072066,-79.762385
AP3204120,NC,GUILFORD,35.9623912,-79.7627024
FP0739029,NC,GUILFORD,35.9623912,-79.7627024
AC3198543,NC,ROCKINGHAM,36.4907549,-79.7640479
BB4039992,NC,ROCKINGHAM,36.5019237,-79.7662942
BK5371505,NC,GUILFORD,36.1147865,-79.7669388
BK5399109,NC,MONTGOMERY,35.3626134,-79.7680268
BB4346501,NC,GUILFORD,36.0401296,-79.7707399
BS9492505,NC,GUILFORD,36.0401296,-79.7707399
FG0233469,NC,GUILFORD,36.0401296,-79.7707399
BR3944142,NC,GUILFORD,36.0410157,-79.7712843
AS1965207,NC,RICHMOND,34.9394387,-79.7714854
BH4821383,NC,GUILFORD,36.0484499,-79.7741124
BE5298131,NC,GUILFORD,36.0858798,-79.7753458
BR5298131,NC,GUILFORD,36.0858798,-79.7753458
FP2723496,NC,GUILFORD,36.0844285,-79.7760395
BP6763949,NC,RANDOLPH,35.5449059,-79.7803794
BC9004805,NC,GUILFORD,36.0293879,-79.7824341
FC0630221,NC,GUILFORD,36.0293879,-79.7824341
BW8019540,NC,GUILFORD,36.0724145,-79.7824774
FG4732156,NC,GUILFORD,36.1034271,-79.7837147
AR8295974,NC,GUILFORD,36.1027817,-79.7848745
AM3194153,NC,MONTGOMERY,35.3957845,-79.7852978
FW1658206,NC,GUILFORD,36.1018741,-79.7853185
BB4177259,NC,GUILFORD,36.0887101,-79.7859053
BE5878030,NC,GUILFORD,36.1019158,-79.7873821
BR5878030,NC,GUILFORD,36.1019158,-79.7873821
BB0469949,NC,GUILFORD,36.1018686,-79.7883017
AE7815395,NC,GUILFORD,36.0765334,-79.7892017
BW5430854,NC,RANDOLPH,35.6924204,-79.7895104
FU4324593,NC,RANDOLPH,35.6992336,-79.7906363
BC7127980,NC,GUILFORD,36.1329729,-79.7911313
AV8830398,WV,PRESTON,39.508414,-79.792553
FQ3621984,NC,GUILFORD,36.0739418,-79.7943701
FB2049939,NC,MONTGOMERY,35.3593058,-79.7946349
BE5296555,NC,RANDOLPH,35.6948109,-79.7954272
BR5296555,NC,RANDOLPH,35.6948109,-79.7954272
BH8607066,NC,GUILFORD,36.1305089,-79.7956135
FH4561569,NC,GUILFORD,36.1305089,-79.7956135
AM2982444,WV,PRESTON,39.5526053,-79.7974084
BW6931934,NC,MONTGOMERY,35.3571832,-79.7978224
BB6745434,WV,PRESTON,39.55088,-79.798008
BW9115343,NC,GUILFORD,36.1307535,-79.7982741
BE5584772,NC,GUILFORD,36.1317331,-79.7985482
BR5584772,NC,GUILFORD,36.1317331,-79.7985482
BW9465027,NC,GUILFORD,36.0020823,-79.7986663
BE5298181,NC,GUILFORD,36.0391183,-79.7995743
BR5298181,NC,GUILFORD,36.0391183,-79.7995743
